title,company,salary,description,link,source,scraped_at,location
Profesionální asistent/ka s přesahem do projektů,"MOL Česká republika, s.r.o.",,,https://www.jobs.cz/rpd/2000932763/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290178.548828,Praha – Smíchov
Obsluha kasina- Ivančice,KAJOT,,,https://www.jobs.cz/rpd/2000919536/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290179.1136754,Ivančice
"Projektový manažer - vedení investičních projektů financovaných z IROP (Praha, úvazek 0,5)",ROMODROM,25 000 Kč,,https://www.jobs.cz/rpd/2000944082/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290179.7123916,Praha – Smíchov
Dobrovolník*ice online doučování,"Člověk v tísni, o.p.s.",,,https://www.jobs.cz/rpd/2000833371/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290180.5771108,Hlavní město Praha + 6 dalších lokalit
Manažer/ka prodeje nemovitostí - Divestment Manager,Heimstaden s.r.o.,,,https://www.jobs.cz/rpd/2000944076/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290181.214881,Ostrava – Moravská Ostrava
PROJEKTOVÝ MANAŽER / KA,SANANIM,,,https://www.jobs.cz/rpd/2000919545/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290181.8254573,Praha – Stodůlky
Beauty Konzultant v Parfumerii Douglas -Praha OC Palladium (Ž/M),"Parfumerie DOUGLAS, s.r.o.",,,https://www.jobs.cz/rpd/2000919543/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290182.8832421,Praha – Nové Město
ředitel/ředitelka Jihomoravského centra pro mezinárodní mobilitu,Jihomoravský kraj,,,https://www.jobs.cz/rpd/2000944072/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290183.3889756,Brno – Brno-město
Projektant VZT,PORR a.s.,,,https://www.jobs.cz/rpd/2000727487/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290184.2782118,Praha
"Servisní technik - náborový příspěvek 10.000,- Kč",MEGA a.s.,34 500 ‍–‍ 38 000 Kč,,https://www.jobs.cz/rpd/2000790741/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290184.844091,Stráž pod Ralskem
Dispečer pro vnitrostátní dopravu,Okrouhlický s. r. o.,45 000 ‍–‍ 55 000 Kč,,https://www.jobs.cz/rpd/2000944069/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290185.5249457,Hradec Králové – Slezské Předměstí
Material Master Data Analyst,Ingersoll Rand,,,https://www.jobs.cz/rpd/2000932671/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290186.426317,Brno – Žabovřesky
"Specialista údržby, ne automotive","Bénéficielle, s.r.o.",60 000 ‍–‍ 80 000 Kč,,https://www.jobs.cz/rpd/2000944065/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290187.128902,Plzeňský kraj
pracovník restauračního zařízení,McDonald's,,"Víš, co je hužva?
Používáme vlastní jazyk. Chceš znát odpověď a poznat i další naše slova?
Zkus náš kvíz
Ještě váháš?
Mrkni na to, co
říkají naši lidé.
Stačí si vybrat",https://www.jobs.cz/rpd/2000963009/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290188.0653872,Praha – Nové Město
Inženýr kvality,"IDEAL AUTOMOTIVE Bor, s.r.o.",,,https://www.jobs.cz/rpd/2000944064/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290188.85541,Kostelec – Ostrov u Stříbra
Manažer centra podpory zákazníků,Mikroelektronika spol. s r.o.,,Detail pozice,https://www.jobs.cz/rpd/2000928443/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290189.693553,Vysoké Mýto – Litomyšlské Předměstí
sociální pracovník/ce služby Centrum denních aktivit,"ESET - HELP, z. s.",28 000 ‍–‍ 35 000 Kč,,https://www.jobs.cz/rpd/2000963006/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290190.190227,Praha – Háje
Disponent/ka,"IDEAL AUTOMOTIVE Bor, s.r.o.",,,https://www.jobs.cz/rpd/2000944062/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290190.9729252,Kostelec – Ostrov u Stříbra
Administrativní pracovník/ce,OK GROUP a.s,,,https://www.jobs.cz/rpd/2000962966/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290191.552387,Brno – Černá Pole
Informační pracovník/ice,Integrační centrum Praha o.p.s.,39 000 Kč,,https://www.jobs.cz/rpd/2000944030/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290192.225469,Praha – Nové Město
Asistent/ka obchodního manažera,1CSC a.s.,,,https://www.jobs.cz/rpd/2000416107/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290192.882561,Brno – Černovice
"VEDOUCÍ ORGANICKÉ LABORATOŘE, VEDOUCÍ ANORGANICKÉ LABORATOŘE","Macco Organiques, s.r.o.",,,https://www.jobs.cz/rpd/2000594531/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290193.535923,Bruntál
Career Advisor - Short Term,EUSA LLP odštěpný závod,45 000 ‍–‍ 50 000 Kč,,https://www.jobs.cz/rpd/2000963005/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290194.3620396,Hlavní město Praha
Nákupčí/Buyer,TBA Plastové obaly s.r.o.,50 000 Kč,,https://www.jobs.cz/rpd/2000932557/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290195.224808,Havlíčkův Brod
SENIOR PLÁNOVAČ,"KEESTRACK - CZ, s. r. o.",,Detail pozice,https://www.jobs.cz/rpd/2000944046/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290196.076128,Šternberk
Auditor dle VDA 6.3 - automotive,"KES - kabelové a elektrické systémy, spol. s r.o.",,,https://www.jobs.cz/rpd/2000919513/?searchId=6809d32b-fcf3-47ef-b506-562082fe89a7&rps=233,Jobs.cz,1767290196.8898814,Vratimov
Administrátor/Administrátorka veřejných zakázek,Mendelova univerzita v Brně,,,https://www.jobs.cz/rpd/2000942685/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290199.3394816,Brno – Černá Pole
"Rozpočtář/ka v oddělení ekonomickém ÚSSZ pro Jihočeský, Plzeňský a Karlovarský kraj",Česká správa sociálního zabezpečení,24 790 ‍–‍ 35 770 Kč,,https://www.jobs.cz/rpd/2000932766/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290199.9782705,Plzeň – Východní Předměstí
Mechanical Design Engineer,Vertiv Czech Republic s.r.o.,,,https://www.jobs.cz/rpd/2000932753/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290200.545269,Nišovice
SENIORNÍ OBCHODNÍ ZÁSTUPCE pro dětská hřiště,Bonita Group Service s.r.o.,,,https://www.jobs.cz/rpd/2000479630/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290201.2652001,Moravskoslezský kraj
Profesionální asistent/ka s přesahem do projektů,"MOL Česká republika, s.r.o.",,,https://www.jobs.cz/rpd/2000932763/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290202.00176,Praha – Smíchov
Obsluha kasina- Ivančice,KAJOT,,,https://www.jobs.cz/rpd/2000919536/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290202.7571797,Ivančice
"Projektový manažer - vedení investičních projektů financovaných z IROP (Praha, úvazek 0,5)",ROMODROM,25 000 Kč,,https://www.jobs.cz/rpd/2000944082/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290203.41209,Praha – Smíchov
Dobrovolník*ice online doučování,"Člověk v tísni, o.p.s.",,,https://www.jobs.cz/rpd/2000833371/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290204.3709037,Hlavní město Praha + 6 dalších lokalit
Manažer/ka prodeje nemovitostí - Divestment Manager,Heimstaden s.r.o.,,,https://www.jobs.cz/rpd/2000944076/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290205.1133406,Ostrava – Moravská Ostrava
PROJEKTOVÝ MANAŽER / KA,SANANIM,,,https://www.jobs.cz/rpd/2000919545/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290205.7650268,Praha – Stodůlky
Beauty Konzultant v Parfumerii Douglas -Praha OC Palladium (Ž/M),"Parfumerie DOUGLAS, s.r.o.",,,https://www.jobs.cz/rpd/2000919543/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290206.5977938,Praha – Nové Město
ředitel/ředitelka Jihomoravského centra pro mezinárodní mobilitu,Jihomoravský kraj,,,https://www.jobs.cz/rpd/2000944072/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290207.4393175,Brno – Brno-město
Projektant VZT,PORR a.s.,,,https://www.jobs.cz/rpd/2000727487/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290208.170358,Praha
"Servisní technik - náborový příspěvek 10.000,- Kč",MEGA a.s.,34 500 ‍–‍ 38 000 Kč,,https://www.jobs.cz/rpd/2000790741/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290208.8719018,Stráž pod Ralskem
Dispečer pro vnitrostátní dopravu,Okrouhlický s. r. o.,45 000 ‍–‍ 55 000 Kč,,https://www.jobs.cz/rpd/2000944069/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290209.6107416,Hradec Králové – Slezské Předměstí
Material Master Data Analyst,Ingersoll Rand,,,https://www.jobs.cz/rpd/2000932671/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290210.5103548,Brno – Žabovřesky
"Specialista údržby, ne automotive","Bénéficielle, s.r.o.",60 000 ‍–‍ 80 000 Kč,,https://www.jobs.cz/rpd/2000944065/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290211.2893825,Plzeňský kraj
pracovník restauračního zařízení,McDonald's,,"Víš, co je hužva?
Používáme vlastní jazyk. Chceš znát odpověď a poznat i další naše slova?
Zkus náš kvíz
Ještě váháš?
Mrkni na to, co
říkají naši lidé.
Stačí si vybrat",https://www.jobs.cz/rpd/2000963009/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290212.3112507,Praha – Nové Město
Inženýr kvality,"IDEAL AUTOMOTIVE Bor, s.r.o.",,,https://www.jobs.cz/rpd/2000944064/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290213.2445014,Kostelec – Ostrov u Stříbra
Manažer centra podpory zákazníků,Mikroelektronika spol. s r.o.,,Detail pozice,https://www.jobs.cz/rpd/2000928443/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290214.005733,Vysoké Mýto – Litomyšlské Předměstí
sociální pracovník/ce služby Centrum denních aktivit,"ESET - HELP, z. s.",28 000 ‍–‍ 35 000 Kč,,https://www.jobs.cz/rpd/2000963006/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290214.649514,Praha – Háje
Disponent/ka,"IDEAL AUTOMOTIVE Bor, s.r.o.",,,https://www.jobs.cz/rpd/2000944062/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290215.5865233,Kostelec – Ostrov u Stříbra
Administrativní pracovník/ce,OK GROUP a.s,,,https://www.jobs.cz/rpd/2000962966/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290216.3465412,Brno – Černá Pole
Informační pracovník/ice,Integrační centrum Praha o.p.s.,39 000 Kč,,https://www.jobs.cz/rpd/2000944030/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290216.9829626,Praha – Nové Město
Asistent/ka obchodního manažera,1CSC a.s.,,,https://www.jobs.cz/rpd/2000416107/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290217.5586796,Brno – Černovice
"VEDOUCÍ ORGANICKÉ LABORATOŘE, VEDOUCÍ ANORGANICKÉ LABORATOŘE","Macco Organiques, s.r.o.",,,https://www.jobs.cz/rpd/2000594531/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290218.2357483,Bruntál
Career Advisor - Short Term,EUSA LLP odštěpný závod,45 000 ‍–‍ 50 000 Kč,,https://www.jobs.cz/rpd/2000963005/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290218.8991745,Hlavní město Praha
Nákupčí/Buyer,TBA Plastové obaly s.r.o.,50 000 Kč,,https://www.jobs.cz/rpd/2000932557/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290219.6413472,Havlíčkův Brod
SENIOR PLÁNOVAČ,"KEESTRACK - CZ, s. r. o.",,Detail pozice,https://www.jobs.cz/rpd/2000944046/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290220.382974,Šternberk
Auditor dle VDA 6.3 - automotive,"KES - kabelové a elektrické systémy, spol. s r.o.",,,https://www.jobs.cz/rpd/2000919513/?searchId=35863cd2-55d3-407b-8fc4-1ea2df867f30&rps=233,Jobs.cz,1767290221.1983283,Vratimov
Administrátor/Administrátorka veřejných zakázek,Mendelova univerzita v Brně,,,https://www.jobs.cz/rpd/2000942685/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290223.4590676,Brno – Černá Pole
"Rozpočtář/ka v oddělení ekonomickém ÚSSZ pro Jihočeský, Plzeňský a Karlovarský kraj",Česká správa sociálního zabezpečení,24 790 ‍–‍ 35 770 Kč,,https://www.jobs.cz/rpd/2000932766/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290224.189589,Plzeň – Východní Předměstí
Mechanical Design Engineer,Vertiv Czech Republic s.r.o.,,,https://www.jobs.cz/rpd/2000932753/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290225.0185332,Nišovice
SENIORNÍ OBCHODNÍ ZÁSTUPCE pro dětská hřiště,Bonita Group Service s.r.o.,,,https://www.jobs.cz/rpd/2000479630/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290225.8707123,Moravskoslezský kraj
Profesionální asistent/ka s přesahem do projektů,"MOL Česká republika, s.r.o.",,,https://www.jobs.cz/rpd/2000932763/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290226.6112535,Praha – Smíchov
Obsluha kasina- Ivančice,KAJOT,,,https://www.jobs.cz/rpd/2000919536/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290227.2706995,Ivančice
"Projektový manažer - vedení investičních projektů financovaných z IROP (Praha, úvazek 0,5)",ROMODROM,25 000 Kč,,https://www.jobs.cz/rpd/2000944082/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290227.9054196,Praha – Smíchov
Dobrovolník*ice online doučování,"Člověk v tísni, o.p.s.",,,https://www.jobs.cz/rpd/2000833371/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290228.9626741,Hlavní město Praha + 6 dalších lokalit
Manažer/ka prodeje nemovitostí - Divestment Manager,Heimstaden s.r.o.,,,https://www.jobs.cz/rpd/2000944076/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290229.939046,Ostrava – Moravská Ostrava
PROJEKTOVÝ MANAŽER / KA,SANANIM,,,https://www.jobs.cz/rpd/2000919545/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290230.7364128,Praha – Stodůlky
Beauty Konzultant v Parfumerii Douglas -Praha OC Palladium (Ž/M),"Parfumerie DOUGLAS, s.r.o.",,,https://www.jobs.cz/rpd/2000919543/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290231.7144492,Praha – Nové Město
ředitel/ředitelka Jihomoravského centra pro mezinárodní mobilitu,Jihomoravský kraj,,,https://www.jobs.cz/rpd/2000944072/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290232.363188,Brno – Brno-město
Projektant VZT,PORR a.s.,,,https://www.jobs.cz/rpd/2000727487/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290233.0640428,Praha
"Servisní technik - náborový příspěvek 10.000,- Kč",MEGA a.s.,34 500 ‍–‍ 38 000 Kč,,https://www.jobs.cz/rpd/2000790741/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290233.78698,Stráž pod Ralskem
Dispečer pro vnitrostátní dopravu,Okrouhlický s. r. o.,45 000 ‍–‍ 55 000 Kč,,https://www.jobs.cz/rpd/2000944069/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290234.4109368,Hradec Králové – Slezské Předměstí
Material Master Data Analyst,Ingersoll Rand,,,https://www.jobs.cz/rpd/2000932671/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290235.2119734,Brno – Žabovřesky
"Specialista údržby, ne automotive","Bénéficielle, s.r.o.",60 000 ‍–‍ 80 000 Kč,,https://www.jobs.cz/rpd/2000944065/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290235.6987786,Plzeňský kraj
pracovník restauračního zařízení,McDonald's,,"Víš, co je hužva?
Používáme vlastní jazyk. Chceš znát odpověď a poznat i další naše slova?
Zkus náš kvíz
Ještě váháš?
Mrkni na to, co
říkají naši lidé.
Stačí si vybrat",https://www.jobs.cz/rpd/2000963009/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290236.7070806,Praha – Nové Město
Inženýr kvality,"IDEAL AUTOMOTIVE Bor, s.r.o.",,,https://www.jobs.cz/rpd/2000944064/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290237.5101414,Kostelec – Ostrov u Stříbra
Manažer centra podpory zákazníků,Mikroelektronika spol. s r.o.,,Detail pozice,https://www.jobs.cz/rpd/2000928443/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290238.506311,Vysoké Mýto – Litomyšlské Předměstí
sociální pracovník/ce služby Centrum denních aktivit,"ESET - HELP, z. s.",28 000 ‍–‍ 35 000 Kč,,https://www.jobs.cz/rpd/2000963006/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290239.1086488,Praha – Háje
Disponent/ka,"IDEAL AUTOMOTIVE Bor, s.r.o.",,,https://www.jobs.cz/rpd/2000944062/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290239.852845,Kostelec – Ostrov u Stříbra
Administrativní pracovník/ce,OK GROUP a.s,,,https://www.jobs.cz/rpd/2000962966/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290240.5253353,Brno – Černá Pole
Informační pracovník/ice,Integrační centrum Praha o.p.s.,39 000 Kč,,https://www.jobs.cz/rpd/2000944030/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290241.2205358,Praha – Nové Město
Asistent/ka obchodního manažera,1CSC a.s.,,,https://www.jobs.cz/rpd/2000416107/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290241.7700686,Brno – Černovice
"VEDOUCÍ ORGANICKÉ LABORATOŘE, VEDOUCÍ ANORGANICKÉ LABORATOŘE","Macco Organiques, s.r.o.",,,https://www.jobs.cz/rpd/2000594531/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290242.4248002,Bruntál
Career Advisor - Short Term,EUSA LLP odštěpný závod,45 000 ‍–‍ 50 000 Kč,,https://www.jobs.cz/rpd/2000963005/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290243.1139183,Hlavní město Praha
Nákupčí/Buyer,TBA Plastové obaly s.r.o.,50 000 Kč,,https://www.jobs.cz/rpd/2000932557/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290243.813714,Havlíčkův Brod
SENIOR PLÁNOVAČ,"KEESTRACK - CZ, s. r. o.",,Detail pozice,https://www.jobs.cz/rpd/2000944046/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290244.5814776,Šternberk
Auditor dle VDA 6.3 - automotive,"KES - kabelové a elektrické systémy, spol. s r.o.",,,https://www.jobs.cz/rpd/2000919513/?searchId=cd2cf240-2a87-4d73-ba2e-6836ef9dcae2&rps=233,Jobs.cz,1767290245.3652065,Vratimov
Administrátor/Administrátorka veřejných zakázek,Mendelova univerzita v Brně,,,https://www.jobs.cz/rpd/2000942685/?searchId=82ce7f47-6737-4b42-91e4-84e95124dd6d&rps=233,Jobs.cz,1767290247.4824803,Brno – Černá Pole
"Rozpočtář/ka v oddělení ekonomickém ÚSSZ pro Jihočeský, Plzeňský a Karlovarský kraj",Česká správa sociálního zabezpečení,24 790 ‍–‍ 35 770 Kč,,https://www.jobs.cz/rpd/2000932766/?searchId=82ce7f47-6737-4b42-91e4-84e95124dd6d&rps=233,Jobs.cz,1767290248.293027,Plzeň – Východní Předměstí
Mechanical Design Engineer,Vertiv Czech Republic s.r.o.,,,https://www.jobs.cz/rpd/2000932753/?searchId=82ce7f47-6737-4b42-91e4-84e95124dd6d&rps=233,Jobs.cz,1767290248.875377,Nišovice
SENIORNÍ OBCHODNÍ ZÁSTUPCE pro dětská hřiště,Bonita Group Service s.r.o.,,,https://www.jobs.cz/rpd/2000479630/?searchId=82ce7f47-6737-4b42-91e4-84e95124dd6d&rps=233,Jobs.cz,1767290249.6443417,Moravskoslezský kraj
Profesionální asistent/ka s přesahem do projektů,"MOL Česká republika, s.r.o.",,,https://www.jobs.cz/rpd/2000932763/?searchId=82ce7f47-6737-4b42-91e4-84e95124dd6d&rps=233,Jobs.cz,1767290250.3806918,Praha – Smíchov
Obsluha kasina- Ivančice,KAJOT,,,https://www.jobs.cz/rpd/2000919536/?searchId=82ce7f47-6737-4b42-91e4-84e95124dd6d&rps=233,Jobs.cz,1767290251.155313,Ivančice
"Projektový manažer - vedení investičních projektů financovaných z IROP (Praha, úvazek 0,5)",ROMODROM,25 000 Kč,,https://www.jobs.cz/rpd/2000944082/?searchId=82ce7f47-6737-4b42-91e4-84e95124dd6d&rps=233,Jobs.cz,1767290251.9161522,Praha – Smíchov
Dobrovolník*ice online doučování,"Člověk v tísni, o.p.s.",,,https://www.jobs.cz/rpd/2000833371/?searchId=82ce7f47-6737-4b42-91e4-84e95124dd6d&rps=233,Jobs.cz,1767290252.8105524,Hlavní město Praha + 6 dalších lokalit
Manažer/ka prodeje nemovitostí - Divestment Manager,Heimstaden s.r.o.,,,https://www.jobs.cz/rpd/2000944076/?searchId=82ce7f47-6737-4b42-91e4-84e95124dd6d&rps=233,Jobs.cz,1767290253.4762797,Ostrava – Moravská Ostrava
PROJEKTOVÝ MANAŽER / KA,SANANIM,,,https://www.jobs.cz/rpd/2000919545/?searchId=82ce7f47-6737-4b42-91e4-84e95124dd6d&rps=233,Jobs.cz,1767290254.0045178,Praha – Stodůlky
Beauty Konzultant v Parfumerii Douglas -Praha OC Palladium (Ž/M),"Parfumerie DOUGLAS, s.r.o.",,,https://www.jobs.cz/rpd/2000919543/?searchId=82ce7f47-6737-4b42-91e4-84e95124dd6d&rps=233,Jobs.cz,1767290255.018527,Praha – Nové Město
ředitel/ředitelka Jihomoravského centra pro mezinárodní mobilitu,Jihomoravský kraj,,,https://www.jobs.cz/rpd/2000944072/?searchId=82ce7f47-6737-4b42-91e4-84e95124dd6d&rps=233,Jobs.cz,1767290255.7865925,Brno – Brno-město
Projektant VZT,PORR a.s.,,,https://www.jobs.cz/rpd/2000727487/?searchId=82ce7f47-6737-4b42-91e4-84e95124dd6d&rps=233,Jobs.cz,1767290256.5470355,Praha
"Servisní technik - náborový příspěvek 10.000,- Kč",MEGA a.s.,34 500 ‍–‍ 38 000 Kč,,https://www.jobs.cz/rpd/2000790741/?searchId=82ce7f47-6737-4b42-91e4-84e95124dd6d&rps=233,Jobs.cz,1767290257.179692,Stráž pod Ralskem
Dispečer pro vnitrostátní dopravu,Okrouhlický s. r. o.,45 000 ‍–‍ 55 000 Kč,,https://www.jobs.cz/rpd/2000944069/?searchId=82ce7f47-6737-4b42-91e4-84e95124dd6d&rps=233,Jobs.cz,1767290257.6768768,Hradec Králové – Slezské Předměstí
Material Master Data Analyst,Ingersoll Rand,,,https://www.jobs.cz/rpd/2000932671/?searchId=82ce7f47-6737-4b42-91e4-84e95124dd6d&rps=233,Jobs.cz,1767290258.5994282,Brno – Žabovřesky
"Specialista údržby, ne automotive","Bénéficielle, s.r.o.",60 000 ‍–‍ 80 000 Kč,,https://www.jobs.cz/rpd/2000944065/?searchId=82ce7f47-6737-4b42-91e4-84e95124dd6d&rps=233,Jobs.cz,1767290259.1798286,Plzeňský kraj
pracovník restauračního zařízení,McDonald's,,"Víš, co je hužva?
Používáme vlastní jazyk. Chceš znát odpověď a poznat i další naše slova?
Zkus náš kvíz
Ještě váháš?
Mrkni na to, co
říkají naši lidé.
Stačí si vybrat",https://www.jobs.cz/rpd/2000963009/?searchId=82ce7f47-6737-4b42-91e4-84e95124dd6d&rps=233,Jobs.cz,1767290260.2380393,Praha – Nové Město
Inženýr kvality,"IDEAL AUTOMOTIVE Bor, s.r.o.",,,https://www.jobs.cz/rpd/2000944064/?searchId=82ce7f47-6737-4b42-91e4-84e95124dd6d&rps=233,Jobs.cz,1767290260.9644747,Kostelec – Ostrov u Stříbra
Manažer centra podpory zákazníků,Mikroelektronika spol. s r.o.,,Detail pozice,https://www.jobs.cz/rpd/2000928443/?searchId=82ce7f47-6737-4b42-91e4-84e95124dd6d&rps=233,Jobs.cz,1767290261.6870043,Vysoké Mýto – Litomyšlské Předměstí
